subject_id,sweep_type,model,context_length,horizon,rr_context_beats,rr_horizon_beats,rmse,mae,window_rmse_mean,window_mae_mean,num_windows,num_series,rr_rmse,rr_mae,rr_window_rmse_mean,rr_window_mae_mean,rr_ks_mean,rr_ks_cutoff_mean,rr_ks_pass_rate,waveform_rr_rmse,waveform_rr_mae,waveform_rr_window_rmse_mean,waveform_rr_window_mae_mean,waveform_rr_ks_mean,waveform_rr_ks_cutoff_mean,waveform_rr_ks_pass_rate
17453,waveform_context,TimesFM,2048,256,2048,256,0.3614613115787506,0.16165632009506226,0.34176734113134444,0.1616563246352598,32,64,6.409114360809326,4.95677375793457,6.381829157471657,4.956774011254311,0.5347900390625,NA,NA,22.279953002929688,12.530488014221191,16.45861906837672,14.557291697710752,0.6770833333333333,NA,NA
17453,waveform_context,Chronos-2,2048,256,2048,256,0.3319375813007355,0.137764111161232,0.3141458991449326,0.13776410382706672,32,64,20.03402328491211,13.490991592407227,15.995712846517563,13.490991964936256,0.657958984375,NA,NA,18.28225326538086,10.333333015441895,11.23097351193428,9.93154758640698,0.8035714285714286,NA,NA
17453,waveform_context,Moirai 2.0,2048,256,2048,256,0.3362230062484741,0.14041344821453094,0.31810831325128675,0.14041344868019223,32,64,59.479705810546875,48.13925552368164,59.2828768491745,48.13925385475159,0.702880859375,NA,NA,16.29186248779297,10.309734344482422,12.151366270106772,10.384057920912038,0.7644927536231882,NA,NA
17453,waveform_context,TimesFM,2048,512,2048,512,0.35130247473716736,0.1661229431629181,0.3352662120014429,0.16612293710932136,32,64,8.419367790222168,6.177388668060303,8.388836964964867,6.177388742566109,0.5322265625,NA,NA,35.11205291748047,17.150327682495117,29.34772628173232,23.86041670292616,0.66015625,NA,NA
17453,waveform_context,Chronos-2,2048,512,2048,512,0.32920631766319275,0.1457359492778778,0.31318996893242,0.14573594275861979,32,64,48.25031280517578,36.56746292114258,47.34449362754822,36.567462623119354,0.79705810546875,NA,NA,21.31838035583496,11.699999809265137,13.782252775539051,11.625454542853616,0.8033333333333332,NA,NA
17453,waveform_context,Moirai 2.0,2048,512,2048,512,0.3379020094871521,0.1545352339744568,0.3220079594757408,0.15453524223994464,32,64,79.81575012207031,71.64893341064453,79.77266335487366,71.64893388748169,0.83868408203125,NA,NA,15.191475868225098,10.076190948486328,12.300747226585042,9.979870135133917,0.718073593073593,NA,NA
17453,waveform_context,TimesFM,2048,1024,2048,1024,0.3531284034252167,0.17359402775764465,0.3370313097257167,0.1735940466169268,32,64,15.151737213134766,11.426067352294922,15.139501363039017,11.426066488027573,0.699462890625,NA,NA,32.381935119628906,13.447863578796387,27.489792563021183,19.623419243842363,0.5330031513625264,NA,NA
17453,waveform_context,Chronos-2,2048,1024,2048,1024,0.3311261534690857,0.15198470652103424,0.3156222540419549,0.15198469790630043,32,64,74.7134780883789,63.225975036621094,74.02808272838593,63.225974559783936,0.8594970703125,NA,NA,20.22746467590332,11.820809364318848,14.880948653587929,12.827793066318218,0.7517551892551892,NA,NA
17453,waveform_context,Moirai 2.0,2048,1024,2048,1024,0.33967429399490356,0.16788631677627563,0.3261162450071424,0.1678863111883402,32,64,80.08778381347656,68.19291687011719,72.81073078513145,68.19291353225708,0.865203857421875,NA,NA,16.212657928466797,10.5,13.347802319177767,10.482525569636648,0.704978354978355,NA,NA
17453,waveform_context,TimesFM,4096,256,4096,256,0.3569205403327942,0.1595078408718109,0.33696528477594256,0.1595078418031335,32,64,6.359898090362549,4.850736618041992,6.327795892953873,4.850736513733864,0.515625,NA,NA,19.255420684814453,11.803921699523926,15.644347043832143,14.063888879617055,0.7499999999999999,NA,NA
