subject_id,sweep_type,model,context_length,horizon,rr_context_beats,rr_horizon_beats,rmse,mae,window_rmse_mean,window_mae_mean,num_windows,num_series,rr_rmse,rr_mae,rr_window_rmse_mean,rr_window_mae_mean,rr_ks_mean,rr_ks_cutoff_mean,rr_ks_pass_rate,waveform_rr_rmse,waveform_rr_mae,waveform_rr_window_rmse_mean,waveform_rr_window_mae_mean,waveform_rr_ks_mean,waveform_rr_ks_cutoff_mean,waveform_rr_ks_pass_rate
16773,waveform_context,TimesFM,2048,256,2048,256,0.48715829849243164,0.2721591293811798,0.4642106336541474,0.27215912542305887,32,64,15.150761604309082,12.368753433227539,15.076312839984894,12.368752658367157,0.6558837890625,NA,NA,21.21965980529785,14.931507110595703,16.845196165144444,14.578124987892807,0.7083333333333333,NA,NA
16773,waveform_context,Chronos-2,2048,256,2048,256,0.48536789417266846,0.2672966718673706,0.4625113478396088,0.2672966669779271,32,64,24.136648178100586,17.155441284179688,22.21178448200226,17.155441105365753,0.4454345703125,NA,NA,22.816627502441406,15.0393705368042,17.82181112516311,14.685483855585899,0.7688172043010754,NA,NA
16773,waveform_context,Moirai 2.0,2048,256,2048,256,0.4867800772190094,0.27950045466423035,0.46776624233461916,0.279500454547815,32,64,69.90223693847656,58.769622802734375,69.5557051897049,58.76962435245514,0.6844482421875,NA,NA,23.356298446655273,15.433333396911621,20.193594192636425,17.79885058567442,0.7471264367816093,NA,NA
16773,waveform_context,TimesFM,2048,512,2048,512,0.5061097741127014,0.3070736527442932,0.4914920926094055,0.3070736664813012,32,64,18.269771575927734,15.34152603149414,18.21009713411331,15.341526597738266,0.66644287109375,NA,NA,19.24605369567871,13.0927152633667,16.45424336567521,13.224218748509884,0.675,NA,NA
16773,waveform_context,Chronos-2,2048,512,2048,512,0.48687994480133057,0.28681451082229614,0.47485954430885613,0.28681452036835253,32,64,49.1690673828125,37.46372985839844,47.98288303613663,37.463731706142426,0.51959228515625,NA,NA,30.04412269592285,15.824644088745117,24.395613774918672,20.139766111708525,0.7122807017543861,NA,NA
16773,waveform_context,Moirai 2.0,2048,512,2048,512,0.49257421493530273,0.3007715344429016,0.48150966386310756,0.30077152140438557,32,64,80.23692321777344,73.03044128417969,80.1908643245697,73.03043818473816,0.82257080078125,NA,NA,22.58308219909668,12.659388542175293,18.05141323599322,14.736781613580112,0.7557471264367815,NA,NA
16773,waveform_context,TimesFM,2048,1024,2048,1024,0.5167336463928223,0.32125794887542725,0.503880865406245,0.32125795469619334,32,64,16.71527671813965,14.205063819885254,16.63633441925049,14.205063968896866,0.593017578125,NA,NA,24.34230613708496,13.52802848815918,21.1414253115654,15.943486403673887,0.6077313311688312,NA,NA
16773,waveform_context,Chronos-2,2048,1024,2048,1024,0.49298378825187683,0.295888215303421,0.48459492390975356,0.29588821390643716,32,64,81.41510009765625,68.59598541259766,79.46109801530838,68.59598356485367,0.76605224609375,NA,NA,65.85222625732422,27.192171096801758,57.54266697505735,43.410319805145264,0.6143455077417341,NA,NA
16773,waveform_context,Moirai 2.0,2048,1024,2048,1024,0.4991232454776764,0.3208141326904297,0.49056780338287354,0.32081412919797003,32,64,80.6048812866211,66.95411682128906,70.95670592784882,66.95411598682404,0.83587646484375,NA,NA,22.87133026123047,11.934837341308594,21.818306782666376,18.37093410772436,0.7153191035543977,NA,NA
16773,waveform_context,TimesFM,4096,256,4096,256,0.4727480411529541,0.25998881459236145,0.4479915499687195,0.25998881133273244,32,64,14.183130264282227,11.702775001525879,14.09300148487091,11.702774852514267,0.5777587890625,NA,NA,22.078262329101562,15.19463062286377,18.17970448359847,15.648437447845936,0.7291666666666666,NA,NA
