subject_id,sweep_type,model,context_length,horizon,rr_context_beats,rr_horizon_beats,rmse,mae,window_rmse_mean,window_mae_mean,num_windows,num_series,rr_rmse,rr_mae,rr_window_rmse_mean,rr_window_mae_mean,rr_ks_mean,rr_ks_cutoff_mean,rr_ks_pass_rate,waveform_rr_rmse,waveform_rr_mae,waveform_rr_window_rmse_mean,waveform_rr_window_mae_mean,waveform_rr_ks_mean,waveform_rr_ks_cutoff_mean,waveform_rr_ks_pass_rate
16483,waveform_context,TimesFM,2048,256,2048,256,0.3361481726169586,0.17219065129756927,0.3227420535404235,0.17219065048266202,32,64,6.4063801765441895,5.305788993835449,6.3759061843156815,5.3057893961668015,0.6886855395808729,0.08499999999999999,0.0,9.026456832885742,5.107692241668701,5.90715710632503,5.166666664648801,0.5554753247288042,0.7802652864370525,0.78125
16483,waveform_context,Chronos-2,2048,256,2048,256,0.31150418519973755,0.15471550822257996,0.29607707483228296,0.1547155218431726,32,64,10.956048011779785,9.220178604125977,10.583210036158562,9.220179475843906,0.5558354771978036,0.08499999999999999,0.0,7.446906089782715,3.6307692527770996,4.851186631247401,3.7421875,0.5282819433605139,0.7786215932167729,0.796875
16483,waveform_context,Moirai 2.0,2048,256,2048,256,0.33197227120399475,0.17201220989227295,0.3252324634231627,0.17201221990399063,32,64,44.69697189331055,32.27515411376953,42.94854758679867,32.27515244483948,0.623698223822319,0.08499999999999999,0.0,14.554526329040527,9.395722389221191,13.369764590635896,9.624999986961484,0.4329989668614793,0.7984529349369396,0.90625
16483,waveform_context,TimesFM,2048,512,2048,512,0.38209789991378784,0.21417489647865295,0.3724608588963747,0.2141749047441408,32,64,5.9794135093688965,4.790647029876709,5.927527606487274,4.790646985173225,0.48775830857231095,0.060104076400856535,0.0,11.1394624710083,6.793814659118652,8.357544244267046,6.861979166045785,0.5932888752478152,0.5520944147498117,0.390625
16483,waveform_context,Chronos-2,2048,512,2048,512,0.35753974318504333,0.19590048491954803,0.350518710212782,0.1959004948148504,32,64,32.76951217651367,22.760295867919922,32.09634256362915,22.760295689105988,0.49954871638401155,0.060104076400856535,0.0,10.436336517333984,5.779005527496338,8.416637483097258,6.006500397409711,0.4786835239125666,0.5633460476471386,0.65625
16483,waveform_context,Moirai 2.0,2048,512,2048,512,0.3763574957847595,0.21383577585220337,0.36679336661472917,0.21383577585220337,32,64,54.79199981689453,40.22043228149414,47.72620738297701,40.22043074667454,0.5610718100723515,0.060104076400856535,0.0,12.843281745910645,8.89709758758545,12.378717305168273,8.952909980501447,0.49811775237957756,0.5553135686928353,0.5079365079365079
16483,waveform_context,TimesFM,2048,1024,2048,1024,0.4079948365688324,0.24255850911140442,0.4008890250697732,0.24255851283669472,32,64,7.445540428161621,6.172252655029297,7.419568672776222,6.172252878546715,0.4996059983677493,0.042499999999999996,0.0,12.080244064331055,7.486979007720947,9.309389360249043,7.550358493812382,0.6055333188064826,0.3913467296649047,0.046875
16483,waveform_context,Chronos-2,2048,1024,2048,1024,0.3731130063533783,0.21568119525909424,0.3682480831630528,0.2156811982858926,32,64,55.588871002197266,43.984222412109375,54.0179717540741,43.98422393202782,0.5038568835985205,0.042499999999999996,0.0,28.242942810058594,9.478559494018555,19.924658733700948,12.005991239396353,0.38694553678031096,0.4503331158205559,0.65625
16483,waveform_context,Moirai 2.0,2048,1024,2048,1024,0.40340614318847656,0.24929991364479065,0.3949038847349584,0.2492999241221696,32,64,45.691471099853516,27.4085693359375,30.00035898387432,27.40856873244047,0.4967095428944939,0.042499999999999996,0.0,12.579519271850586,7.747651100158691,11.439852729676263,7.791519316415938,0.5557852503585173,0.39224403993610146,0.30158730158730157
16483,waveform_context,TimesFM,4096,256,4096,256,0.3404684364795685,0.18019147217273712,0.33137213601730764,0.18019147776067257,32,64,6.497238636016846,5.3896074295043945,6.452254340052605,5.3896076157689095,0.6715201602958476,0.08499999999999999,0.0,13.129364013671875,7.848958492279053,9.178067468106747,7.873697902541608,0.5475115499484059,0.7863099987575461,0.78125
